---Views von SQL Datenbank (Strg+Shift+B-->Shift ß-->V)
TABLE_SCHEMA;TABLE_NAME;VIEW_DEFINITION
BUERO;VM2_V_MIT_MITARBEITER;CREATE VIEW BUERO.VM2_V_MIT_MITARBEITER ( VM2_MIT_WKT_FIRMENNR,   VM2_MIT_WKT_KONTENTABNR, VM2_MIT_BEW_FIRMENNR, VM2_MIT_BEWMODELLNR, VM2_MIT_AGR_FIRMENNR, VM2_MIT_ARBBEWILLIGUNGBIS, VM2_MIT_STRAFREGISTERAM, VM2_MIT_STRAFREGISTERTEXT,   VM2_MIT_WOHN_KATEGORIEKZ, VM2_MIT_WOHN_KATEGORIELFDNR, VM2_MIT_FINANZBELAST, VM2_MIT_SONST_EINKUENFTE, VM2_MIT_ZUKUNFT_VORSTELL, VM2_MIT_NOTFALL, VM2_MIT_PRAESENZDIENSTART,   VM2_MIT_PRAESENZVON, VM2_MIT_PRAESENZBIS, VM2_MIT_PRAESENZTEXT, VM2_MIT_GEHALT, VM2_MIT_ABRECHNUNGSGRPNR, VM2_MIT_POSITION, VM2_MIT_ZIMMER_MEDIENKZ,   VM2_MIT_ZIMMER_MEDIENLFDNR, VM2_MIT_SEK_FIRMENNR, VM2_MIT_SEKRETARIATSNR, VM2_MIT_PATE_FIRMENNR, VM2_MIT_PATE_PERSONENID, VM2_MIT_KARRIERELFDNR, VM2_MIT_ISTFREIBERUFLER,   VM2_MIT_TAGESNOTIZ, VM2_MIT_TERMINART, VM2_MIT_WMD_FIRMENNR, VM2_MIT_WOCHENMODELLNR, VM2_MIT_ZEIT_FREIFELD, VM2_MIT_RMO_FIRMENNR, VM2_MIT_RMODELLNR,   VM2_MIT_TAGABSCHLUSSDATUM, VM2_MIT_ZEITANZEIGE, VM2_MIT_ZEITTOLERANZ, VM2_MIT_AZB_FIRMENNR, VM2_MIT_AMODELLNR, VM2_MIT_WAG_FIRMENNR, VM2_MIT_WARENHAUPTGRNR,   VM2_MIT_BEWSTATUSNR, VM2_MIT_FIRMENNR, VM2_MIT_MITARBEITERID, VM2_MIT_MITARBEITERUNTERNR, VM2_MIT_PERSONENART, VM2_MIT_BEREICHKZ, VM2_MIT_BEREICHLFDNR,   VM2_MIT_BMDUSERID, VM2_MIT_JAZ_FIRMENNR, VM2_MIT_JAHRESAZMODELLNR, VM2_MIT_FIL_FIRMENNR, VM2_MIT_MITARBNR, VM2_MIT_PERSONENKENNUNG, VM2_MIT_JAHR,   VM2_MIT_STEUERBERATERKZ, VM2_MIT_ISTLOHNDN, VM2_MIT_ISTMITARBEITER, VM2_MIT_ISTBEWERBER, VM2_MIT_ISTVERTRETER, VM2_MIT_ISTAKTUELLKENNUNG, VM2_MIT_ISTAKTUELLUNTERNR,   VM2_MIT_GELOESCHT, VM2_MIT_AENDERUNGSDATUM, VM2_MIT_ERSTELLDATUM, VM2_MIT_LETZTERUSER, VM2_MIT_ERSTELLUSER, VM2_MIT_WARENUNTERGRNR, VM2_MIT_LOHN5XKLIENTNR,   VM2_MIT_MEDIENID, VM2_MIT_BENUTZERPROFIL, VM2_MIT_ISTSYNCAKTIV, VM2_MIT_AUFGABENART, VM2_MIT_HATSOLLAUFBUCHUNG, VM2_MIT_ZBA_FIRMENNR, VM2_MIT_ZBA_ZBUCHARTNR,   VM2_MIT_LOHN_FREIFELD01, VM2_MIT_LOHN_FREIFELD02, VM2_MIT_LOHN_FREIFELD03, VM2_MIT_LOHN_FREIFELD04, VM2_MIT_LOHN_FREIFELD05, VM2_MIT_LOHN_FREIFELD06, VM2_MIT_LOHN_FREIFELD07,   VM2_MIT_LOHN_FREIFELD08, VM2_MIT_LOHN_FREIFELD09, VM2_MIT_FREIFELDNK01, VM2_MIT_FREIFELDNK02, VM2_MIT_FREIFELDNK03, VM2_MIT_FREIFELDNK04, VM2_MIT_FREIFELDNK05,   VM2_MIT_FREIFELDNK06, VM2_MIT_FREIFELDNK07, VM2_MIT_FREIFELDNK08, VM2_MIT_PKM_FIRMENNR, VM2_MIT_KM_NR, VM2_MIT_LIEF_FIRMENNR, VM2_MIT_LIEF_PERSONENID,   VM2_MIT_MIK_FIRMENNR, VM2_MIT_BEWERBUNGSDATUM, VM2_MIT_TEILZEITPROZENT, VM2_MIT_BRG_FIRMENNR, VM2_MIT_BRGGRUPPENNR, VM2_MIT_RUHENDSTATUS, VM2_MIT_ARG_FIRMENNR,   VM2_MIT_ARGNR, VM2_MIT_PLAN_EINTRITTSDATUM, VM2_MIT_FAKID, VM2_MIT_FEIERTAGBUCHART, VM2_MIT_FEIERTAG_KRANK, VM2_MIT_FEIERTAG_URLAUB, VM2_MIT_LOHN_BANKINSTLFDNR,   VM2_MIT_KSK_SCHLUESSEL, VM2_MIT_MVLID, VM2_MIT_MITDGVERHEIRATET, VM2_MIT_DGVERWANDT, VM2_MIT_FIRMABETEILIGT, VM2_MIT_URLAUB_ANSPRUCH, VM2_MIT_URLAUB_BEGINN,   VM2_MIT_URLAUB_EINHEIT, VM2_MIT_PFLEGE_ANSPRUCH, VM2_MIT_PFLEGE_BEGINN, VM2_MIT_PFLEGE_EINHEIT, VM2_MIT_ARZT_ANSPRUCH, VM2_MIT_ARZT_BEGINN, VM2_MIT_KRANK_BEGINN,   VM2_MIT_KRANK_EINHEIT, VM2_MIT_ZIMMER_FIRMENNR, VM2_MIT_GUTSCHRIFT_FIRMENNR, VM2_MIT_GUTSCHRIFT_PERSONENID, VM2_MIT_ABMELDEGRUNDNR, VM2_MIT_ABMELDETEXT, VM2_MIT_LANDNR,   VM2_MIT_ALTERSPENSION, VM2_MIT_KOREVERBUCHUNG, VM2_MIT_ZEITLEAVERBUCHUNG, VM2_MIT_HATBEWERBUNG, VM2_MIT_LOHNABRECHNUNGBIS, VM2_MIT_PKASSA_EINZIEHDATUM, VM2_MIT_PKASSA_VERTRAGNR,   VM2_MIT_PKASSA_VERTRAGBEZ, VM2_MIT_BMDCOMUSERID, VM2_MIT_HATWERKTAGREGEL, VM2_MIT_SOLLSTD_FEIERTAG, VM2_MIT_SOLLSTD_MANUELLPLAN, VM2_MIT_TAGABSCHLUSSKZ, VM2_MIT_TAGETOLERANZ,   VM2_MIT_VERTRETER_PROZENT, VM2_MIT_VTS_FIRMENNR, VM2_MIT_STUFE, VM2_MIT_ZAHLSPESENTYP, VM2_MIT_HATZEIT, VM2_MIT_LEAZEIT, VM2_MIT_MIT1_FIRMENNR,   VM2_MIT_MIT1_MITARBEITERID, VM2_MIT_MIT2_FIRMENNR, VM2_MIT_MIT2_MITARBEITERID, VM2_MIT_KURZARBEIT, VM2_MIT_ARBEITSBEGINN, VM2_MIT_BEGINN_FIRMENNR, VM2_MIT_FAHRTZEIT,   VM2_MIT_HATLEA )  AS SELECT MIT_WKT_FIRMENNR,   MIT_WKT_KONTENTABNR, MIT_BEW_FIRMENNR, MIT_BEWMODELLNR, MIT_AGR_FIRMENNR, MIT_ARBBEWILLIGUNGBIS, MIT_STRAFREGISTERAM, MIT_STRAFREGISTERTEXT,   MIT_WOHN_KATEGORIEKZ, MIT_WOHN_KATEGORIELFDNR, MIT_FINANZBELAST, MIT_SONST_EINKUENFTE, MIT_ZUKUNFT_VORSTELL, MIT_NOTFALL, MIT_PRAESENZDIENSTART,   MIT_PRAESENZVON, MIT_PRAESENZBIS, MIT_PRAESENZTEXT, MIT_GEHALT, MIT_ABRECHNUNGSGRPNR, MIT_POSITION, MIT_ZIMMER_MEDIENKZ,   MIT_ZIMMER_MEDIENLFDNR, MIT_SEK_FIRMENNR, MIT_SEKRETARIATSNR, MIT_PATE_FIRMENNR, MIT_PATE_PERSONENID, MIT_KARRIERELFDNR, MIT_ISTFREIBERUFLER,   MIT_TAGESNOTIZ, MIT_TERMINART, MIT_WMD_FIRMENNR, MIT_WOCHENMODELLNR, MIT_ZEIT_FREIFELD, MIT_RMO_FIRMENNR, MIT_RMODELLNR,   MIT_TAGABSCHLUSSDATUM, MIT_ZEITANZEIGE, MIT_ZEITTOLERANZ, MIT_AZB_FIRMENNR, MIT_AMODELLNR, MIT_WAG_FIRMENNR, MIT_WARENHAUPTGRNR,   MIT_BEWSTATUSNR, MIT_FIRMENNR, MIT_MITARBEITERID, MIT_MITARBEITERUNTERNR, MIT_PERSONENART, MIT_BEREICHKZ, MIT_BEREICHLFDNR,   MIT_BMDUSERID, MIT_JAZ_FIRMENNR, MIT_JAHRESAZMODELLNR, MIT_FIL_FIRMENNR, MIT_MITARBNR, MIT_PERSONENKENNUNG, MIT_JAHR,   MIT_STEUERBERATERKZ, MIT_ISTLOHNDN, MIT_ISTMITARBEITER, MIT_ISTBEWERBER, MIT_ISTVERTRETER, MIT_ISTAKTUELLKENNUNG, MIT_ISTAKTUELLUNTERNR,   MIT_GELOESCHT, MIT_AENDERUNGSDATUM, MIT_ERSTELLDATUM, MIT_LETZTERUSER, MIT_ERSTELLUSER, MIT_WARENUNTERGRNR, MIT_LOHN5XKLIENTNR,   MIT_MEDIENID, MIT_BENUTZERPROFIL, MIT_ISTSYNCAKTIV, MIT_AUFGABENART, MIT_HATSOLLAUFBUCHUNG, MIT_ZBA_FIRMENNR, MIT_ZBA_ZBUCHARTNR,   MIT_LOHN_FREIFELD01, MIT_LOHN_FREIFELD02, MIT_LOHN_FREIFELD03, MIT_LOHN_FREIFELD04, MIT_LOHN_FREIFELD05, MIT_LOHN_FREIFELD06, MIT_LOHN_FREIFELD07,   MIT_LOHN_FREIFELD08, MIT_LOHN_FREIFELD09, MIT_FREIFELDNK01, MIT_FREIFELDNK02, MIT_FREIFELDNK03, MIT_FREIFELDNK04, MIT_FREIFELDNK05,   MIT_FREIFELDNK06, MIT_FREIFELDNK07, MIT_FREIFELDNK08, MIT_PKM_FIRMENNR, MIT_KM_NR, MIT_LIEF_FIRMENNR, MIT_LIEF_PERSONENID,   MIT_MIK_FIRMENNR, MIT_BEWERBUNGSDATUM, MIT_TEILZEITPROZENT, MIT_BRG_FIRMENNR, MIT_BRGGRUPPENNR, MIT_RUHENDSTATUS, MIT_ARG_FIRMENNR,   MIT_ARGNR, MIT_PLAN_EINTRITTSDATUM, MIT_FAKID, MIT_FEIERTAGBUCHART, MIT_FEIERTAG_KRANK, MIT_FEIERTAG_URLAUB, MIT_LOHN_BANKINSTLFDNR,   MIT_KSK_SCHLUESSEL, MIT_MVLID, MIT_MITDGVERHEIRATET, MIT_DGVERWANDT, MIT_FIRMABETEILIGT, MIT_URLAUB_ANSPRUCH, MIT_URLAUB_BEGINN,   MIT_URLAUB_EINHEIT, MIT_PFLEGE_ANSPRUCH, MIT_PFLEGE_BEGINN, MIT_PFLEGE_EINHEIT, MIT_ARZT_ANSPRUCH, MIT_ARZT_BEGINN, MIT_KRANK_BEGINN,   MIT_KRANK_EINHEIT, MIT_ZIMMER_FIRMENNR, MIT_GUTSCHRIFT_FIRMENNR, MIT_GUTSCHRIFT_PERSONENID, MIT_ABMELDEGRUNDNR, MIT_ABMELDETEXT, MIT_LANDNR,   MIT_ALTERSPENSION, MIT_KOREVERBUCHUNG, MIT_ZEITLEAVERBUCHUNG, MIT_HATBEWERBUNG, MIT_LOHNABRECHNUNGBIS, MIT_PKASSA_EINZIEHDATUM, MIT_PKASSA_VERTRAGNR,   MIT_PKASSA_VERTRAGBEZ, MIT_BMDCOMUSERID, MIT_HATWERKTAGREGEL, MIT_SOLLSTD_FEIERTAG, MIT_SOLLSTD_MANUELLPLAN, MIT_TAGABSCHLUSSKZ, MIT_TAGETOLERANZ,   MIT_VERTRETER_PROZENT, MIT_VTS_FIRMENNR, MIT_STUFE, MIT_ZAHLSPESENTYP, MIT_HATZEIT, MIT_LEAZEIT, MIT_MIT1_FIRMENNR,   MIT_MIT1_MITARBEITERID, MIT_MIT2_FIRMENNR, MIT_MIT2_MITARBEITERID, MIT_KURZARBEIT, MIT_ARBEITSBEGINN, MIT_BEGINN_FIRMENNR, MIT_FAHRTZEIT,   MIT_HATLEA FROM BUERO.MIT_MITARBEITER
BUERO;VMA_VIEW_MITARBEITER;CREATE VIEW BUERO.VMA_VIEW_MITARBEITER AS SELECT * FROM BUERO.MIT_MITARBEITER A, BUERO.ADR_ADRESSE D, BUERO.PER_PERSON C WHERE C.PER_FIRMENNR > 0 AND C.PER_PERSONENID > ' ' AND C.PER_PERSONENNR > 0 AND C.PER_PERSONENART = 'MA' AND C.PER_JAHR >= 0 AND C.PER_ISTAKTUELLKENNUNG = 1 AND C.PER_ISTAKTUELLUNTERNR >= 1 AND A.MIT_FIRMENNR = C.PER_FIRMENNR AND A.MIT_MITARBEITERID = C.PER_PERSONENID AND A.MIT_MITARBEITERUNTERNR = C.PER_PERSONUNTERNR AND A.MIT_ISTMITARBEITER = 1 AND D.ADR_ADRESSLFDNR = C.PER_ADRESSLFDNR
BUERO;VMD_VIEW_DVMAXNR;CREATE VIEW BUERO.VMD_VIEW_DVMAXNR AS SELECT H.DVH_MIT_FIRMENNR, H.DVH_MITARBEITERID, H.DVH_DIENSTV_FIRMENNR, MAX(H.DVH_DIENSTVLFDNR) AS DVH_DIENSTVLFDNR, MAX(H.DVH_EINTRITTSDATUM) AS DVH_EINTRITTSDATUM FROM BUERO.DVH_DIENSTVERHAELTNIS H GROUP BY H.DVH_MIT_FIRMENNR, H.DVH_MITARBEITERID, H.DVH_DIENSTV_FIRMENNR
BUERO;VMV_VIEW_MAILARCHIVIERUNG;CREATE VIEW BUERO.VMV_VIEW_MAILARCHIVIERUNG AS SELECT E.EMA_EMAILADRESSE AS VMV_EMAILADRESSE, '' AS VMV_DOMAIN, E.EMA_FIRMENNR AS VMV_FIRMENNR, E.EMA_PERSONENID AS VMV_PERSONENID FROM BUERO.EMA_EMAIL E INNER JOIN BUERO.FIR_FIRMA F ON (F.FIR_FIRMENNR = E.EMA_FIRMENNR) WHERE E.EMA_EMAILADRESSE IS NOT NULL AND F.FIR_ISTEIGENEFIRMA = 1 UNION SELECT '' AS VMV_EMAILADRESSE, P.PER_DOMAIN AS VMV_DOMAIN, P.PER_FIRMENNR AS VMV_FIRMENNR, P.PER_PERSONENID AS VMV_PERSONENID FROM BUERO.PER_PERSON P INNER JOIN BUERO.FIR_FIRMA F ON (F.FIR_FIRMENNR = P.PER_FIRMENNR) WHERE P.PER_DOMAIN IS NOT NULL AND F.FIR_ISTEIGENEFIRMA = 1
BUERO;VN1_V_ANR_ANREDE;CREATE VIEW BUERO.VN1_V_ANR_ANREDE ( VN1_ANR_ANREDENR,   VN1_ANR_ANREDEBEZ, VN1_ANR_LETZTERUSER, VN1_ANR_AENDERUNGSDATUM, VN1_ANR_ERSTELLDATUM, VN1_ANR_MATCHCODE, VN1_ANR_ERSTELLUSER, VN1_ANR_GESCHLECHT,   VN1_ANR_ANREDETYP )  AS SELECT ANR_ANREDENR,   ANR_ANREDEBEZ, ANR_LETZTERUSER, ANR_AENDERUNGSDATUM, ANR_ERSTELLDATUM, ANR_MATCHCODE, ANR_ERSTELLUSER, ANR_GESCHLECHT,   ANR_ANREDETYP FROM BUERO.ANR_ANREDE
BUERO;VN2_V_ANR_ANREDE;CREATE VIEW BUERO.VN2_V_ANR_ANREDE ( VN2_ANR_ANREDENR,   VN2_ANR_ANREDEBEZ, VN2_ANR_LETZTERUSER, VN2_ANR_AENDERUNGSDATUM, VN2_ANR_ERSTELLDATUM, VN2_ANR_MATCHCODE, VN2_ANR_ERSTELLUSER, VN2_ANR_GESCHLECHT,   VN2_ANR_ANREDETYP )  AS SELECT ANR_ANREDENR,   ANR_ANREDEBEZ, ANR_LETZTERUSER, ANR_AENDERUNGSDATUM, ANR_ERSTELLDATUM, ANR_MATCHCODE, ANR_ERSTELLUSER, ANR_GESCHLECHT,   ANR_ANREDETYP FROM BUERO.ANR_ANREDE
BUERO;VNA_VA_FORMATNAMEANREDE;CREATE VIEW BUERO.VNA_VA_FORMATNAMEANREDE(VNA_PER_FIRMENNR, VNA_PER_PERSONENID, VNA_PER_PERSONENNR, VNA_PER_FORMATEDNAME) AS (SELECT P.PER_FIRMENNR, P.PER_PERSONENID, P.PER_PERSONENNR, (ISNULL(P.PER_TITEL, '') + (CASE WHEN ((ISNULL(P.PER_TITEL, '#*') <> '#*') AND (ISNULL(P.PER_VORNAME, '#*') <> '#*')) THEN ' ' ELSE '' END) + ISNULL(P.PER_VORNAME, '') + (CASE WHEN ((ISNULL(P.PER_VORNAME, '#*') <> '#*') AND (ISNULL(P.PER_NAME, '#*') <> '#*')) THEN ' ' ELSE '' END) + ISNULL(P.PER_NAME, '') + (CASE WHEN (ISNULL(P.PER_TITEL_HINTEN, '#*') <> '#*') THEN ' ' ELSE '' END) + ISNULL(P.PER_TITEL_HINTEN, '')) AS PER_FORMATEDNAME FROM BUERO.PER_PERSON P)
BUERO;VNF_VA_FORMATNAME;CREATE VIEW BUERO.VNF_VA_FORMATNAME(VNF_PER_FIRMENNR, VNF_PER_PERSONENID, VNF_PER_PERSONENNR, VNF_PER_FORMATEDNAME) AS (SELECT VNF.PER_FIRMENNR, VNF.PER_PERSONENID, VNF.PER_PERSONENNR, (ISNULL(VNF.PER_NAME, '') + (CASE WHEN ((ISNULL(VNF.PER_NAME, '#*') <> '#*') AND (ISNULL(VNF.PER_VORNAME, '#*') <> '#*')) THEN ', ' ELSE '' END) + ISNULL(VNF.PER_VORNAME, '') + (CASE WHEN (ISNULL(VNF.PER_TITEL, '#*') <> '#*') THEN ' ' ELSE '' END) + ISNULL(VNF.PER_TITEL, '') + (CASE WHEN (ISNULL(VNF.PER_TITEL_HINTEN, '#*') <> '#*') THEN ' ' ELSE '' END) + ISNULL(VNF.PER_TITEL_HINTEN, '')) AS PER_FORMATEDNAME FROM BUERO.PER_PERSON VNF)
BUERO;VNI_VA_FORMATNAMEINFO;CREATE VIEW BUERO.VNI_VA_FORMATNAMEINFO(VNI_PER_FIRMENNR, VNI_PER_PERSONENID, VNI_PER_PERSONENNR, VNI_PER_FORMATEDNAME) AS (SELECT P.PER_FIRMENNR, P.PER_PERSONENID, P.PER_PERSONENNR, (ISNULL(P.PER_TITEL, '') + (CASE WHEN ((ISNULL(P.PER_TITEL, '#*') <> '#*') AND (ISNULL(P.PER_NAME, '#*') <> '#*')) THEN ' ' ELSE '' END) + ISNULL(P.PER_NAME, '') + (CASE WHEN (ISNULL(P.PER_VORNAME, '#*') <> '#*') THEN ' ' ELSE '' END) + ISNULL(P.PER_VORNAME, '') + (CASE WHEN (ISNULL(P.PER_TITEL_HINTEN, '#*') <> '#*') THEN ' ' ELSE '' END) + ISNULL(P.PER_TITEL_HINTEN, '')) AS PER_FORMATEDNAME FROM BUERO.PER_PERSON P)
BUERO;VO0_V_ORT_ORT;CREATE VIEW BUERO.VO0_V_ORT_ORT ( VO0_ORT_BLD_LANDNR,   VO0_ORT_BUNDESLANDLFDNR, VO0_ORT_LANDNR, VO0_ORT_PLZ, VO0_ORT_PLZUNTERNR, VO0_ORT_ORTSNAME, VO0_ORT_VORWAHL, VO0_ORT_LETZTERUSER,   VO0_ORT_AENDERUNGSDATUM, VO0_ORT_ERSTELLDATUM, VO0_ORT_MATCHCODE, VO0_ORT_ERSTELLUSER, VO0_ORT_GEM_LANDNR, VO0_ORT_GEMEINDENR, VO0_ORT_EXTERNEID,   VO0_ORT_ISTAKTIV, VO0_ORT_ORTSNAMELANG, VO0_ORT_FREIFELDA01_100, VO0_ORT_FREIFELDA02_100, VO0_ORT_FREIFELDN03_9, VO0_ORT_ISTHAUPTORT )  AS SELECT ORT_BLD_LANDNR,   ORT_BUNDESLANDLFDNR, ORT_LANDNR, ORT_PLZ, ORT_PLZUNTERNR, ORT_ORTSNAME, ORT_VORWAHL, ORT_LETZTERUSER,   ORT_AENDERUNGSDATUM, ORT_ERSTELLDATUM, ORT_MATCHCODE, ORT_ERSTELLUSER, ORT_GEM_LANDNR, ORT_GEMEINDENR, ORT_EXTERNEID,   ORT_ISTAKTIV, ORT_ORTSNAMELANG, ORT_FREIFELDA01_100, ORT_FREIFELDA02_100, ORT_FREIFELDN03_9, ORT_ISTHAUPTORT FROM BUERO.ORT_ORT
BUERO;VO1_V_ORT_ORT;CREATE VIEW BUERO.VO1_V_ORT_ORT ( VO1_ORT_BLD_LANDNR,   VO1_ORT_BUNDESLANDLFDNR, VO1_ORT_LANDNR, VO1_ORT_PLZ, VO1_ORT_PLZUNTERNR, VO1_ORT_ORTSNAME, VO1_ORT_VORWAHL, VO1_ORT_LETZTERUSER,   VO1_ORT_AENDERUNGSDATUM, VO1_ORT_ERSTELLDATUM, VO1_ORT_MATCHCODE, VO1_ORT_ERSTELLUSER, VO1_ORT_GEM_LANDNR, VO1_ORT_GEMEINDENR, VO1_ORT_EXTERNEID,   VO1_ORT_ISTAKTIV, VO1_ORT_ORTSNAMELANG, VO1_ORT_FREIFELDA01_100, VO1_ORT_FREIFELDA02_100, VO1_ORT_FREIFELDN03_9, VO1_ORT_ISTHAUPTORT )  AS SELECT ORT_BLD_LANDNR,   ORT_BUNDESLANDLFDNR, ORT_LANDNR, ORT_PLZ, ORT_PLZUNTERNR, ORT_ORTSNAME, ORT_VORWAHL, ORT_LETZTERUSER,   ORT_AENDERUNGSDATUM, ORT_ERSTELLDATUM, ORT_MATCHCODE, ORT_ERSTELLUSER, ORT_GEM_LANDNR, ORT_GEMEINDENR, ORT_EXTERNEID,   ORT_ISTAKTIV, ORT_ORTSNAMELANG, ORT_FREIFELDA01_100, ORT_FREIFELDA02_100, ORT_FREIFELDN03_9, ORT_ISTHAUPTORT FROM BUERO.ORT_ORT
BUERO;VO2_V_ORT_ORT;CREATE VIEW BUERO.VO2_V_ORT_ORT ( VO2_ORT_BLD_LANDNR,   VO2_ORT_BUNDESLANDLFDNR, VO2_ORT_LANDNR, VO2_ORT_PLZ, VO2_ORT_PLZUNTERNR, VO2_ORT_ORTSNAME, VO2_ORT_VORWAHL, VO2_ORT_LETZTERUSER,   VO2_ORT_AENDERUNGSDATUM, VO2_ORT_ERSTELLDATUM, VO2_ORT_MATCHCODE, VO2_ORT_ERSTELLUSER, VO2_ORT_GEM_LANDNR, VO2_ORT_GEMEINDENR, VO2_ORT_EXTERNEID,   VO2_ORT_ISTAKTIV, VO2_ORT_ORTSNAMELANG, VO2_ORT_FREIFELDA01_100, VO2_ORT_FREIFELDA02_100, VO2_ORT_FREIFELDN03_9, VO2_ORT_ISTHAUPTORT )  AS SELECT ORT_BLD_LANDNR,   ORT_BUNDESLANDLFDNR, ORT_LANDNR, ORT_PLZ, ORT_PLZUNTERNR, ORT_ORTSNAME, ORT_VORWAHL, ORT_LETZTERUSER,   ORT_AENDERUNGSDATUM, ORT_ERSTELLDATUM, ORT_MATCHCODE, ORT_ERSTELLUSER, ORT_GEM_LANDNR, ORT_GEMEINDENR, ORT_EXTERNEID,   ORT_ISTAKTIV, ORT_ORTSNAMELANG, ORT_FREIFELDA01_100, ORT_FREIFELDA02_100, ORT_FREIFELDN03_9, ORT_ISTHAUPTORT FROM BUERO.ORT_ORT
BUERO;VO3_V_ORT_ORT;CREATE VIEW BUERO.VO3_V_ORT_ORT ( VO3_ORT_BLD_LANDNR,   VO3_ORT_BUNDESLANDLFDNR, VO3_ORT_LANDNR, VO3_ORT_PLZ, VO3_ORT_PLZUNTERNR, VO3_ORT_ORTSNAME, VO3_ORT_VORWAHL, VO3_ORT_LETZTERUSER,   VO3_ORT_AENDERUNGSDATUM, VO3_ORT_ERSTELLDATUM, VO3_ORT_MATCHCODE, VO3_ORT_ERSTELLUSER, VO3_ORT_GEM_LANDNR, VO3_ORT_GEMEINDENR, VO3_ORT_EXTERNEID,   VO3_ORT_ISTAKTIV, VO3_ORT_ORTSNAMELANG, VO3_ORT_FREIFELDA01_100, VO3_ORT_FREIFELDA02_100, VO3_ORT_FREIFELDN03_9, VO3_ORT_ISTHAUPTORT )  AS SELECT ORT_BLD_LANDNR,   ORT_BUNDESLANDLFDNR, ORT_LANDNR, ORT_PLZ, ORT_PLZUNTERNR, ORT_ORTSNAME, ORT_VORWAHL, ORT_LETZTERUSER,   ORT_AENDERUNGSDATUM, ORT_ERSTELLDATUM, ORT_MATCHCODE, ORT_ERSTELLUSER, ORT_GEM_LANDNR, ORT_GEMEINDENR, ORT_EXTERNEID,   ORT_ISTAKTIV, ORT_ORTSNAMELANG, ORT_FREIFELDA01_100, ORT_FREIFELDA02_100, ORT_FREIFELDN03_9, ORT_ISTHAUPTORT FROM BUERO.ORT_ORT
BUERO;VO4_V_ORT_ORT;CREATE VIEW BUERO.VO4_V_ORT_ORT ( VO4_ORT_BLD_LANDNR,   VO4_ORT_BUNDESLANDLFDNR, VO4_ORT_LANDNR, VO4_ORT_PLZ, VO4_ORT_PLZUNTERNR, VO4_ORT_ORTSNAME, VO4_ORT_VORWAHL, VO4_ORT_LETZTERUSER,   VO4_ORT_AENDERUNGSDATUM, VO4_ORT_ERSTELLDATUM, VO4_ORT_MATCHCODE, VO4_ORT_ERSTELLUSER, VO4_ORT_GEM_LANDNR, VO4_ORT_GEMEINDENR, VO4_ORT_EXTERNEID,   VO4_ORT_ISTAKTIV, VO4_ORT_ORTSNAMELANG, VO4_ORT_FREIFELDA01_100, VO4_ORT_FREIFELDA02_100, VO4_ORT_FREIFELDN03_9, VO4_ORT_ISTHAUPTORT )  AS SELECT ORT_BLD_LANDNR,   ORT_BUNDESLANDLFDNR, ORT_LANDNR, ORT_PLZ, ORT_PLZUNTERNR, ORT_ORTSNAME, ORT_VORWAHL, ORT_LETZTERUSER,   ORT_AENDERUNGSDATUM, ORT_ERSTELLDATUM, ORT_MATCHCODE, ORT_ERSTELLUSER, ORT_GEM_LANDNR, ORT_GEMEINDENR, ORT_EXTERNEID,   ORT_ISTAKTIV, ORT_ORTSNAMELANG, ORT_FREIFELDA01_100, ORT_FREIFELDA02_100, ORT_FREIFELDN03_9, ORT_ISTHAUPTORT FROM BUERO.ORT_ORT
BUERO;VO5_V_ORT_ORT;CREATE VIEW BUERO.VO5_V_ORT_ORT ( VO5_ORT_BLD_LANDNR,   VO5_ORT_BUNDESLANDLFDNR, VO5_ORT_LANDNR, VO5_ORT_PLZ, VO5_ORT_PLZUNTERNR, VO5_ORT_ORTSNAME, VO5_ORT_VORWAHL, VO5_ORT_LETZTERUSER,   VO5_ORT_AENDERUNGSDATUM, VO5_ORT_ERSTELLDATUM, VO5_ORT_MATCHCODE, VO5_ORT_ERSTELLUSER, VO5_ORT_GEM_LANDNR, VO5_ORT_GEMEINDENR, VO5_ORT_EXTERNEID,   VO5_ORT_ISTAKTIV, VO5_ORT_ORTSNAMELANG, VO5_ORT_FREIFELDA01_100, VO5_ORT_FREIFELDA02_100, VO5_ORT_FREIFELDN03_9, VO5_ORT_ISTHAUPTORT )  AS SELECT ORT_BLD_LANDNR,   ORT_BUNDESLANDLFDNR, ORT_LANDNR, ORT_PLZ, ORT_PLZUNTERNR, ORT_ORTSNAME, ORT_VORWAHL, ORT_LETZTERUSER,   ORT_AENDERUNGSDATUM, ORT_ERSTELLDATUM, ORT_MATCHCODE, ORT_ERSTELLUSER, ORT_GEM_LANDNR, ORT_GEMEINDENR, ORT_EXTERNEID,   ORT_ISTAKTIV, ORT_ORTSNAMELANG, ORT_FREIFELDA01_100, ORT_FREIFELDA02_100, ORT_FREIFELDN03_9, ORT_ISTHAUPTORT FROM BUERO.ORT_ORT
